kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr
Kab. Bandung,Dayeuhkolot,-7.037384921749943,107.54149033340202,False,Fashion,2022,2,1,39.68,61792,9823.0,15.0,3.9,2.66,76.7,76.8,8,2.85,28.3,0.166,0.334,82.2,1
Kab. Bandung,Dayeuhkolot,-7.0398286047714524,107.54460438777417,False,Fashion,2024,4,1,55.84,61792,9823.0,15.0,3.9,2.66,76.7,76.8,8,2.85,28.3,0.166,0.334,82.2,1
Kab. Bandung,Dayeuhkolot,-7.040626406734343,107.52948415174606,False,Kerajinan,2010,2,1,70.14,61792,9823.0,15.0,3.9,2.66,76.7,76.8,8,2.85,28.3,0.166,0.334,82.2,0
Kab. Bandung,Banjaran,-7.002594061050578,107.59579298645833,False,Makanan,2014,3,0,63.7,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.021214217160606,107.60365843132226,False,Makanan,2020,4,0,58.6,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.003985719954173,107.59434553488379,False,Jasa,2022,2,0,43.93,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.008933973881274,107.58860367825599,False,Pertanian,2010,4,0,22.48,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,0
Kab. Bandung,Banjaran,-7.007330110524689,107.59327640390995,False,Makanan,2021,5,0,46.38,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,0
Kab. Bandung,Banjaran,-7.01078562185461,107.5902953424405,False,Fashion,2013,1,0,52.12,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.012265637409771,107.58882646168941,False,Makanan,2021,4,0,28.37,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.00517358120415,107.59667286964016,False,Jasa,2013,6,0,93.13,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.009755227696532,107.5891458027078,False,Makanan,2015,3,1,40.47,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.012998629111363,107.58429919626512,False,Pertanian,2018,8,0,21.68,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.018092660246248,107.59140089519578,False,Kerajinan,2013,1,1,74.72,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.015269156946717,107.58933662596323,False,Jasa,2023,3,1,90.84,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.0072603660005175,107.58841307273082,False,Fashion,2016,3,1,92.16,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.010199951514401,107.58965812261921,False,Makanan,2018,7,1,99.75,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.006235353339296,107.5843712183864,False,Makanan,2018,3,1,40.04,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.019169772164591,107.59276355393092,False,Makanan,2016,1,1,131.65,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.020683864749435,107.5933470599272,False,Makanan,2021,6,1,107.19,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.003557200940716,107.60105592264061,False,Pertanian,2021,2,0,25.51,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.02025858751602,107.59987263673084,False,Jasa,2014,2,1,128.05,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.01221371730877,107.60017039234138,False,Fashion,2021,1,1,33.76,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.012952064205675,107.59085223815975,False,Jasa,2012,5,1,106.25,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.011808587713834,107.59244892585497,False,Fashion,2015,2,1,92.57,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.006769133133905,107.59754733330627,False,Jasa,2024,2,1,131.01,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.018370523316452,107.58589200957195,False,Fashion,2021,4,1,66.1,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.020949585624698,107.60173385338726,False,Makanan,2018,4,1,38.24,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.009362411463603,107.58819698577162,False,Makanan,2020,1,0,58.67,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.011216470443967,107.60098514770888,False,Jasa,2014,8,1,150.75,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.008870682631746,107.59026212993214,False,Kerajinan,2016,6,0,44.5,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.003818558852971,107.60132028893364,False,Fashion,2011,1,1,71.89,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.016085942619259,107.59421281850534,False,Kerajinan,2011,6,1,77.64,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.01964408563991,107.59090194051907,False,Makanan,2020,2,0,98.09,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,0
Kab. Bandung,Banjaran,-7.011810469567476,107.59032450419016,False,Fashion,2018,4,1,42.14,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.004540016638413,107.60258944388171,False,Makanan,2024,4,1,34.51,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,0
Kab. Bandung,Banjaran,-7.0210856981126595,107.5957187138386,False,Makanan,2017,3,0,39.87,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,51.25,1
Kab. Bandung,Banjaran,-7.011031407157379,107.59823014720867,False,Fashion,2020,2,1,54.81,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.015118055578184,107.59298773450307,False,Pertanian,2013,3,1,35.26,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.0204966390809656,107.59564636404129,False,Makanan,2019,5,1,77.9,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Banjaran,-7.013826379549284,107.60247158643293,False,Makanan,2014,1,1,29.85,277152,48121.4,9.37,4.22,3.06,72.7,73.7,19,2.57,28.3,0.173,0.454,58.84,1
Kab. Bandung,Pameungpeuk,-6.983226611866504,107.5581378372398,False,Jasa,2022,2,0,63.29,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,0
Kab. Bandung,Pameungpeuk,-6.982664313793706,107.56300954786838,False,Makanan,2014,2,0,45.85,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,0
Kab. Bandung,Pameungpeuk,-6.999958169575619,107.54668388135568,False,Makanan,2015,3,1,47.42,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.996419113714883,107.56070891579553,False,Kerajinan,2021,4,1,77.13,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.9851580212727,107.56607455534088,False,Makanan,2015,2,1,76.51,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.986647731571817,107.5581962396107,False,Makanan,2010,3,0,29.1,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,1
Kab. Bandung,Pameungpeuk,-6.986098930901878,107.56596727113767,False,Makanan,2011,2,1,93.0,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.982340543270345,107.55701682777298,False,Fashion,2013,3,1,127.72,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,0
Kab. Bandung,Pameungpeuk,-6.991482054825737,107.552944081672,False,Fashion,2013,2,0,52.33,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,1
Kab. Bandung,Pameungpeuk,-6.983286372931327,107.56435207018828,False,Kerajinan,2015,1,0,35.25,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,0
Kab. Bandung,Pameungpeuk,-6.9939654984538775,107.5533627118442,False,Pertanian,2017,1,1,22.69,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.99159331588125,107.56654727491323,False,Jasa,2014,5,1,87.38,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.993960343020582,107.54698197927698,False,Fashion,2023,4,1,87.88,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.999864873016193,107.56150706170705,False,Jasa,2014,14,0,102.3,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,1
Kab. Bandung,Pameungpeuk,-6.98150401722355,107.55877068441207,False,Fashion,2017,12,1,49.49,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,1
Kab. Bandung,Pameungpeuk,-6.997809517405123,107.5624713485157,False,Makanan,2010,5,0,29.36,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,61.31,0
Kab. Bandung,Pameungpeuk,-6.989812194155426,107.55425285662159,False,Jasa,2022,2,1,60.02,124214,3188.7,7.37,5.6,9.7,83.1,66.8,5,2.11,41.9,0.219,0.217,68.91,0
Kab. Bandung,Pangalengan,-6.9600834824502265,107.52886653360231,False,Makanan,2013,1,1,72.68,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.9645762300711676,107.52825141723667,False,Jasa,2015,7,0,62.55,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.963444649060019,107.52520171327978,False,Jasa,2018,7,1,129.27,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.96677087615735,107.5366408696498,False,Jasa,2019,5,0,87.48,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.966309247989423,107.52770921242437,False,Makanan,2017,5,1,49.57,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.96159899070339,107.54179962449945,False,Makanan,2015,3,1,52.42,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.9700388238112785,107.52336075813854,False,Pertanian,2015,4,1,43.5,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.957825708318327,107.53102772257805,False,Fashion,2023,4,1,78.22,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.957149192287166,107.52736568008827,False,Makanan,2021,5,0,40.62,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.971923886714711,107.52702842834022,False,Fashion,2014,1,1,145.71,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.962852733833724,107.53434668445537,False,Makanan,2023,3,0,17.14,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.9630440379834,107.5325766520502,False,Jasa,2013,6,1,85.14,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.9581343906437025,107.53792418661841,False,Kerajinan,2017,5,1,37.41,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.957985267645768,107.53300279783618,False,Makanan,2014,5,0,127.34,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,0
Kab. Bandung,Pangalengan,-6.957822576477153,107.53967014574891,False,Kerajinan,2015,3,1,55.37,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.965491340902809,107.52412537120598,False,Makanan,2021,3,1,38.51,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.968686796012271,107.52854141361519,False,Fashion,2014,4,1,113.15,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.96406602584088,107.53383338610662,False,Makanan,2024,1,1,34.83,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.971703529309606,107.53371865638091,False,Fashion,2016,2,0,56.94,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.953533558499151,107.53412498143511,False,Makanan,2017,5,1,68.87,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.966673104626631,107.53130419783862,False,Kerajinan,2023,1,1,34.56,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.952287972881082,107.53176461928658,False,Kerajinan,2021,3,1,37.96,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.967604999122459,107.5398756433578,False,Fashion,2022,1,1,67.69,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Pangalengan,-6.954909424329956,107.53632276518589,False,Fashion,2013,1,1,198.91,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.9678913655545145,107.54129591676934,False,Fashion,2013,2,1,105.05,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,0
Kab. Bandung,Pangalengan,-6.954680259072994,107.53728537602245,False,Makanan,2011,1,0,48.99,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.960221570670016,107.53833916486396,False,Jasa,2022,2,0,78.73,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,71.29,1
Kab. Bandung,Pangalengan,-6.959808580936875,107.5403745209553,False,Makanan,2021,2,1,31.86,208781,39948.2,9.71,0.51,7.64,86.6,83.2,9,2.1,32.5,0.153,0.174,78.89,1
Kab. Bandung,Arjasari,-7.013482374620454,107.57020028539752,False,Pertanian,2019,7,1,23.76,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,0
Kab. Bandung,Arjasari,-7.004068208085177,107.56749689920653,False,Kerajinan,2024,2,1,21.42,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,0
Kab. Bandung,Arjasari,-7.013555893380881,107.56374386324589,False,Jasa,2018,2,1,112.49,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.006368473337599,107.57000083140909,False,Fashion,2015,4,0,82.74,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.008644261574743,107.57526856697585,False,Makanan,2013,3,1,38.85,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.02047324394484,107.55868575695965,False,Kerajinan,2010,2,1,89.93,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.008702809631855,107.56008900957953,False,Makanan,2018,1,1,21.46,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.019493000366403,107.56432355993881,False,Makanan,2017,4,1,65.24,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.021176750914298,107.56637213326262,False,Fashion,2020,1,0,54.52,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.0218900325710365,107.57771997112332,False,Makanan,2022,2,0,52.33,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.006601499375454,107.56514440514643,False,Makanan,2016,2,1,57.2,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,0
Kab. Bandung,Arjasari,-7.0205319597188725,107.57657566755529,False,Kerajinan,2017,1,0,62.16,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.018410485395074,107.5721935196704,False,Makanan,2023,1,1,34.71,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.012768012110556,107.57823613116581,False,Makanan,2022,2,0,43.04,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.006125636070203,107.5682598703759,False,Fashion,2014,1,0,90.05,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.007713776075889,107.56319774370601,False,Jasa,2013,2,1,86.44,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.018027141925448,107.57307094404122,False,Fashion,2022,2,1,81.73,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.019603967625125,107.57362847961393,False,Makanan,2013,1,0,64.98,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.020905007668026,107.57758418760861,False,Makanan,2010,1,0,42.33,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.005482071904967,107.56401804089562,False,Makanan,2018,9,1,54.64,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.004076120062572,107.5686660558696,False,Kerajinan,2022,5,1,50.65,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.01861168548405,107.5765676576959,False,Pertanian,2020,8,0,17.84,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.020643034925034,107.56208546313515,False,Jasa,2022,2,0,101.85,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.01274327888161,107.57756138383412,False,Makanan,2023,6,1,76.83,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.007729172626946,107.57053653624233,False,Fashion,2016,2,1,72.8,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.004279723082105,107.57132714359238,False,Kerajinan,2019,1,1,32.55,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.022152647464992,107.5777107502672,False,Makanan,2014,2,1,36.92,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.0062202638236215,107.56910315855808,False,Makanan,2019,2,0,44.32,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,1
Kab. Bandung,Arjasari,-7.011918082850407,107.56658219928237,False,Makanan,2014,8,1,69.86,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Arjasari,-7.017425464608485,107.56119426147526,False,Jasa,2017,3,0,126.72,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.00901794023869,107.56848286991867,False,Jasa,2016,7,0,132.71,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,80.37,0
Kab. Bandung,Arjasari,-7.009082428401903,107.56130662165671,False,Jasa,2020,2,1,121.32,236116,17972.8,13.13,1.81,2.03,78.2,83.3,0,1.37,33.8,0.126,0.417,87.97,1
Kab. Bandung,Cimaung,-6.986898975979261,107.62734421543419,False,Jasa,2015,2,1,118.89,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,1
Kab. Bandung,Cimaung,-6.987585043227636,107.64016707737466,False,Pertanian,2012,4,0,23.38,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,63.37,0
Kab. Bandung,Cimaung,-6.988034491788158,107.63650324911838,False,Pertanian,2016,4,1,35.27,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,1
Kab. Bandung,Cimaung,-6.988925875858277,107.6298395838101,False,Makanan,2013,3,1,46.96,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,0
Kab. Bandung,Cimaung,-6.995431126244172,107.64273771909392,False,Fashion,2012,3,0,77.28,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,63.37,1
Kab. Bandung,Cimaung,-6.990974048590575,107.6355203603022,False,Makanan,2023,3,1,71.67,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,1
Kab. Bandung,Cimaung,-6.981231637852405,107.63875279786497,False,Makanan,2016,3,1,26.61,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,1
Kab. Bandung,Cimaung,-6.993956628929912,107.62922836090101,False,Kerajinan,2014,4,0,29.14,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,63.37,1
Kab. Bandung,Cimaung,-6.995494452561435,107.62775576810827,False,Fashion,2021,3,0,56.24,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,63.37,1
Kab. Bandung,Cimaung,-6.983458371785399,107.62582947323986,False,Fashion,2011,2,0,203.74,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,63.37,1
Kab. Bandung,Cimaung,-6.985487451147365,107.64308697460818,False,Fashion,2013,4,1,80.71,83934,24757.1,10.83,8.34,1.3,75.2,67.2,4,0.57,30.9,0.172,0.245,70.96,1
Kab. Bandung,Ibun,-7.018666890725606,107.58339960338526,False,Jasa,2016,5,1,51.1,333654,38009.1,12.16,2.26,1.53,87.5,87.0,12,3.65,28.6,0.105,0.428,82.1,0
Kab. Bandung,Ibun,-7.03157662048664,107.60159788989114,False,Fashion,2019,3,1,79.97,333654,38009.1,12.16,2.26,1.53,87.5,87.0,12,3.65,28.6,0.105,0.428,82.1,1
Kab. Bandung,Ibun,-7.033601579116451,107.60227146410483,False,Pertanian,2011,2,0,41.83,333654,38009.1,12.16,2.26,1.53,87.5,87.0,12,3.65,28.6,0.105,0.428,74.5,0
Kab. Bandung,Ibun,-7.019135376577682,107.60079281264882,False,Makanan,2021,1,1,53.26,333654,38009.1,12.16,2.26,1.53,87.5,87.0,12,3.65,28.6,0.105,0.428,82.1,1
